"","...1","accuracy","seed","algorithm","dataset","task","SD"
"1238",7,45.5390334572491,7,"poisson2","ohsumed","text",0
"1239",8,46.4684014869889,8,"poisson2","ohsumed","text",0
"1240",9,53.696819496076,9,"poisson2","ohsumed","text",0
"1241",0,48.058653448988,0,"poisson","ohsumed","text",0
"1242",1,46.117306897976,1,"poisson","ohsumed","text",0
"1243",2,48.1206113176374,2,"poisson","ohsumed","text",0
"1244",3,47.0466749277158,3,"poisson","ohsumed","text",0
"1245",4,48.4510532837671,4,"poisson","ohsumed","text",0
"1246",5,46.7368855844692,5,"poisson","ohsumed","text",0
"1247",6,45.3738124741842,6,"poisson","ohsumed","text",0
"1248",7,46.5303593556382,7,"poisson","ohsumed","text",0
"1249",8,47.6042957455597,8,"poisson","ohsumed","text",0
"1250",9,48.5336637752995,9,"poisson","ohsumed","text",0
"1251",0,50.1239157372986,0,"poissonbalanced","ohsumed","text",0
"1252",1,45.724907063197,1,"poissonbalanced","ohsumed","text",0
"1253",2,47.852127220157,2,"poissonbalanced","ohsumed","text",0
"1254",3,49.1738950846758,3,"poissonbalanced","ohsumed","text",0
"1255",4,48.9673688558447,4,"poissonbalanced","ohsumed","text",0
"1256",5,48.9673688558447,5,"poissonbalanced","ohsumed","text",0
"1257",6,46.0966542750929,6,"poissonbalanced","ohsumed","text",0
"1258",7,46.5303593556382,7,"poissonbalanced","ohsumed","text",0
"1259",8,47.1086327963651,8,"poissonbalanced","ohsumed","text",0
"1260",9,46.9640644361834,9,"poissonbalanced","ohsumed","text",0
"1261",0,46.0553490293267,0,"poissonvolume","ohsumed","text",0
"1262",1,46.6336224700537,1,"poissonvolume","ohsumed","text",0
"1263",2,48.4923585295333,2,"poissonvolume","ohsumed","text",0
"1264",3,47.8727798430401,3,"poissonvolume","ohsumed","text",0
"1265",4,46.117306897976,4,"poissonvolume","ohsumed","text",0
"1266",5,47.1912432878976,5,"poissonvolume","ohsumed","text",0
"1267",6,46.0140437835605,6,"poissonvolume","ohsumed","text",0
"1268",7,46.4684014869889,7,"poissonvolume","ohsumed","text",0
"1269",8,46.9227591904172,8,"poissonvolume","ohsumed","text",0
"1270",9,46.9640644361834,9,"poissonvolume","ohsumed","text",0
"1271",0,60.0371747211896,0,"poissonmbo","ohsumed","text",0
"1272",1,57.9099545642297,1,"poissonmbo","ohsumed","text",0
"1273",2,59.7067327550599,2,"poissonmbo","ohsumed","text",0
"1274",3,60.5328376703841,3,"poissonmbo","ohsumed","text",0
"1275",4,60.1817430813713,4,"poissonmbo","ohsumed","text",0
"1276",5,60.119785212722,5,"poissonmbo","ohsumed","text",0
"1277",6,59.0871540685667,6,"poissonmbo","ohsumed","text",0
"1278",7,58.0751755472945,7,"poissonmbo","ohsumed","text",0
"1279",8,59.8513011152416,8,"poissonmbo","ohsumed","text",0
"1280",9,58.9632383312681,9,"poissonmbo","ohsumed","text",0
"1281",0,62.2263527467989,0,"sparselabelpropagation","ohsumed","text",0
"1282",1,60.4708798017348,1,"sparselabelpropagation","ohsumed","text",0
"1283",2,60.8632796365138,2,"sparselabelpropagation","ohsumed","text",0
"1284",3,59.3969434118133,3,"sparselabelpropagation","ohsumed","text",0
"1285",4,56.9186286658406,4,"sparselabelpropagation","ohsumed","text",0
"1286",5,62.6187525815779,5,"sparselabelpropagation","ohsumed","text",0
"1287",6,58.550185873606,6,"sparselabelpropagation","ohsumed","text",0
"1288",7,59.3556381660471,7,"sparselabelpropagation","ohsumed","text",0
"1289",8,59.5828170177613,8,"sparselabelpropagation","ohsumed","text",0
"1290",9,58.8806278397357,9,"sparselabelpropagation","ohsumed","text",0
"1291",0,55.8859975216853,0,"centeredkernel","ohsumed","text",0
"1292",1,56.5055762081784,1,"centeredkernel","ohsumed","text",0
"1293",2,57.1045022717885,2,"centeredkernel","ohsumed","text",0
"1294",3,56.8360181743081,3,"centeredkernel","ohsumed","text",0
"1295",4,56.3816604708798,4,"centeredkernel","ohsumed","text",0
"1296",5,57.2284180090872,5,"centeredkernel","ohsumed","text",0
"1297",6,56.0512185047501,6,"centeredkernel","ohsumed","text",0
"1298",7,57.1664601404378,7,"centeredkernel","ohsumed","text",0
"1299",8,57.4142916150351,8,"centeredkernel","ohsumed","text",0
"1300",9,56.5468814539446,9,"centeredkernel","ohsumed","text",0
"1301",0,58.1097802415363,0,"laplace","corpus","text",0
"1302",1,58.1097802415363,1,"laplace","corpus","text",0
"1303",2,58.1097802415363,2,"laplace","corpus","text",0
"1304",3,58.1097802415363,3,"laplace","corpus","text",0
"1305",4,58.1097802415363,4,"laplace","corpus","text",0
"1306",5,58.1097802415363,5,"laplace","corpus","text",0
"1307",6,58.1097802415363,6,"laplace","corpus","text",0
"1308",7,58.1097802415363,7,"laplace","corpus","text",0
"1309",8,58.1097802415363,8,"laplace","corpus","text",0
"1310",9,58.1097802415363,9,"laplace","corpus","text",0
"1311",0,58.1097802415363,0,"randomwalk","corpus","text",0
"1312",1,58.1097802415363,1,"randomwalk","corpus","text",0
"1313",2,58.1097802415363,2,"randomwalk","corpus","text",0
"1314",3,58.1097802415363,3,"randomwalk","corpus","text",0
"1315",4,58.1097802415363,4,"randomwalk","corpus","text",0
"1316",5,58.1097802415363,5,"randomwalk","corpus","text",0
"1317",6,58.1097802415363,6,"randomwalk","corpus","text",0
"1318",7,58.1097802415363,7,"randomwalk","corpus","text",0
"1319",8,58.1097802415363,8,"randomwalk","corpus","text",0
"1320",9,58.1097802415363,9,"randomwalk","corpus","text",0
"1321",0,58.1097802415363,0,"wnll","corpus","text",0
"1322",1,58.1097802415363,1,"wnll","corpus","text",0
"1323",2,58.1097802415363,2,"wnll","corpus","text",0
"1324",3,58.1097802415363,3,"wnll","corpus","text",0
"1325",4,58.1097802415363,4,"wnll","corpus","text",0
"1326",5,58.1097802415363,5,"wnll","corpus","text",0
"1327",6,58.1097802415363,6,"wnll","corpus","text",0
"1328",7,58.1097802415363,7,"wnll","corpus","text",0
"1329",8,58.1097802415363,8,"wnll","corpus","text",0
"1330",9,58.1097802415363,9,"wnll","corpus","text",0
"1331",0,58.1097802415363,0,"mean_shifted_laplace","corpus","text",0
"1332",1,58.1097802415363,1,"mean_shifted_laplace","corpus","text",0
"1333",2,58.1097802415363,2,"mean_shifted_laplace","corpus","text",0
"1334",3,58.1097802415363,3,"mean_shifted_laplace","corpus","text",0
"1335",4,58.1097802415363,4,"mean_shifted_laplace","corpus","text",0
"1336",5,58.1097802415363,5,"mean_shifted_laplace","corpus","text",0
"1337",6,58.1097802415363,6,"mean_shifted_laplace","corpus","text",0
"1338",7,58.1097802415363,7,"mean_shifted_laplace","corpus","text",0
"1339",8,58.1097802415363,8,"mean_shifted_laplace","corpus","text",0
"1340",9,58.1097802415363,9,"mean_shifted_laplace","corpus","text",0
"1341",0,58.1097802415363,0,"poissonmbo_old","corpus","text",0
"1342",1,58.1097802415363,1,"poissonmbo_old","corpus","text",0
"1343",2,58.1097802415363,2,"poissonmbo_old","corpus","text",0
"1344",3,58.1097802415363,3,"poissonmbo_old","corpus","text",0
"1345",4,58.1097802415363,4,"poissonmbo_old","corpus","text",0
"1346",5,58.1097802415363,5,"poissonmbo_old","corpus","text",0
"1347",6,58.1097802415363,6,"poissonmbo_old","corpus","text",0
"1348",7,58.1097802415363,7,"poissonmbo_old","corpus","text",0
"1349",8,58.1097802415363,8,"poissonmbo_old","corpus","text",0
"1350",9,58.1097802415363,9,"poissonmbo_old","corpus","text",0
"1351",0,58.1097802415363,0,"poissonmbobalanced","corpus","text",0
"1352",1,58.1097802415363,1,"poissonmbobalanced","corpus","text",0
"1353",2,58.1097802415363,2,"poissonmbobalanced","corpus","text",0
"1354",3,58.1097802415363,3,"poissonmbobalanced","corpus","text",0
"1355",4,58.1097802415363,4,"poissonmbobalanced","corpus","text",0
"1356",5,58.1097802415363,5,"poissonmbobalanced","corpus","text",0
"1357",6,58.1097802415363,6,"poissonmbobalanced","corpus","text",0
"1358",7,58.1097802415363,7,"poissonmbobalanced","corpus","text",0
"1359",8,58.1097802415363,8,"poissonmbobalanced","corpus","text",0
"1360",9,58.1097802415363,9,"poissonmbobalanced","corpus","text",0
"1361",0,58.1097802415363,0,"poisson2","corpus","text",0
"1362",1,58.1097802415363,1,"poisson2","corpus","text",0
"1363",2,58.1097802415363,2,"poisson2","corpus","text",0
"1364",3,58.1097802415363,3,"poisson2","corpus","text",0
"1365",4,58.1097802415363,4,"poisson2","corpus","text",0
"1366",5,58.1097802415363,5,"poisson2","corpus","text",0
"1367",6,58.1097802415363,6,"poisson2","corpus","text",0
"1368",7,58.1097802415363,7,"poisson2","corpus","text",0
"1369",8,58.1097802415363,8,"poisson2","corpus","text",0
"1370",9,58.1097802415363,9,"poisson2","corpus","text",0
"1371",0,58.1097802415363,0,"poisson","corpus","text",0
"1372",1,58.1097802415363,1,"poisson","corpus","text",0
"1373",2,58.1097802415363,2,"poisson","corpus","text",0
"1374",3,58.1097802415363,3,"poisson","corpus","text",0
"1375",4,58.1097802415363,4,"poisson","corpus","text",0
"1376",5,58.1097802415363,5,"poisson","corpus","text",0
"1377",6,58.1097802415363,6,"poisson","corpus","text",0
"1378",7,58.1097802415363,7,"poisson","corpus","text",0
"1379",8,58.1097802415363,8,"poisson","corpus","text",0
"1380",9,58.1097802415363,9,"poisson","corpus","text",0
"1381",0,58.1097802415363,0,"poissonbalanced","corpus","text",0
"1382",1,58.1097802415363,1,"poissonbalanced","corpus","text",0
"1383",2,58.1097802415363,2,"poissonbalanced","corpus","text",0
"1384",3,58.1097802415363,3,"poissonbalanced","corpus","text",0
"1385",4,58.1097802415363,4,"poissonbalanced","corpus","text",0
"1386",5,58.1097802415363,5,"poissonbalanced","corpus","text",0
"1387",6,58.1097802415363,6,"poissonbalanced","corpus","text",0
"1388",7,58.1097802415363,7,"poissonbalanced","corpus","text",0
"1389",8,58.1097802415363,8,"poissonbalanced","corpus","text",0
"1390",9,58.1097802415363,9,"poissonbalanced","corpus","text",0
"1391",0,58.1097802415363,0,"poissonvolume","corpus","text",0
"1392",1,58.1097802415363,1,"poissonvolume","corpus","text",0
"1393",2,58.1097802415363,2,"poissonvolume","corpus","text",0
"1394",3,58.1097802415363,3,"poissonvolume","corpus","text",0
"1395",4,58.1097802415363,4,"poissonvolume","corpus","text",0
"1396",5,58.1097802415363,5,"poissonvolume","corpus","text",0
"1397",6,58.1097802415363,6,"poissonvolume","corpus","text",0
"1398",7,58.1097802415363,7,"poissonvolume","corpus","text",0
"1399",8,58.1097802415363,8,"poissonvolume","corpus","text",0
"1400",9,58.1097802415363,9,"poissonvolume","corpus","text",0
"1401",0,58.1097802415363,0,"poissonmbo","corpus","text",0
"1402",1,58.1097802415363,1,"poissonmbo","corpus","text",0
"1403",2,58.1097802415363,2,"poissonmbo","corpus","text",0
"1404",3,58.1097802415363,3,"poissonmbo","corpus","text",0
"1405",4,58.1097802415363,4,"poissonmbo","corpus","text",0
"1406",5,58.1097802415363,5,"poissonmbo","corpus","text",0
"1407",6,58.1097802415363,6,"poissonmbo","corpus","text",0
"1408",7,58.1097802415363,7,"poissonmbo","corpus","text",0
"1409",8,58.1097802415363,8,"poissonmbo","corpus","text",0
"1410",9,58.1097802415363,9,"poissonmbo","corpus","text",0
"1411",0,58.1097802415363,0,"sparselabelpropagation","corpus","text",0
"1412",1,58.1097802415363,1,"sparselabelpropagation","corpus","text",0
"1413",2,58.1370025737478,2,"sparselabelpropagation","corpus","text",0
"1414",3,58.1097802415363,3,"sparselabelpropagation","corpus","text",0
"1415",4,58.1097802415363,4,"sparselabelpropagation","corpus","text",0
"1416",5,58.1097802415363,5,"sparselabelpropagation","corpus","text",0
"1417",6,58.1097802415363,6,"sparselabelpropagation","corpus","text",0
"1418",7,58.1097802415363,7,"sparselabelpropagation","corpus","text",0
"1419",8,58.1097802415363,8,"sparselabelpropagation","corpus","text",0
"1420",9,58.1097802415363,9,"sparselabelpropagation","corpus","text",0
"1421",0,58.1097802415363,0,"centeredkernel","corpus","text",0
"1422",1,58.1097802415363,1,"centeredkernel","corpus","text",0
"1423",2,58.1097802415363,2,"centeredkernel","corpus","text",0
"1424",3,58.1097802415363,3,"centeredkernel","corpus","text",0
"1425",4,58.1097802415363,4,"centeredkernel","corpus","text",0
"1426",5,58.1097802415363,5,"centeredkernel","corpus","text",0
"1427",6,58.1097802415363,6,"centeredkernel","corpus","text",0
"1428",7,58.1097802415363,7,"centeredkernel","corpus","text",0
"1429",8,58.1097802415363,8,"centeredkernel","corpus","text",0
"1430",9,58.1097802415363,9,"centeredkernel","corpus","text",0
"1431",0,86.8924085199344,0,"laplace","20news","text",0
"1432",1,86.7831785909339,1,"laplace","20news","text",0
"1433",2,86.9470234844347,2,"laplace","20news","text",0
"1434",3,85.0901146914255,3,"laplace","20news","text",0
"1435",4,86.8377935554342,4,"laplace","20news","text",0
"1436",5,86.6193336974331,5,"laplace","20news","text",0
"1437",6,86.1277990169306,6,"laplace","20news","text",0
"1438",7,87.4931731294375,7,"laplace","20news","text",0
"1439",8,86.8924085199344,8,"laplace","20news","text",0
"1440",9,86.1824139814309,9,"laplace","20news","text",0
"1441",0,87.9847078099399,0,"randomwalk","20news","text",0
"1442",1,86.8924085199344,1,"randomwalk","20news","text",0
"1443",2,87.0562534134353,2,"randomwalk","20news","text",0
"1444",3,87.602403058438,3,"randomwalk","20news","text",0
"1445",4,85.8547241944293,4,"randomwalk","20news","text",0
"1446",5,87.4385581649372,5,"randomwalk","20news","text",0
"1447",6,89.0223921354451,6,"randomwalk","20news","text",0
"1448",7,87.1654833424358,7,"randomwalk","20news","text",0
"1449",8,86.2916439104315,8,"randomwalk","20news","text",0
"1450",9,86.3462588749317,9,"randomwalk","20news","text",0
"1451",0,86.1824139814309,0,"wnll","20news","text",0
"1452",1,85.5270344074276,1,"wnll","20news","text",0
"1453",2,85.800109229929,2,"wnll","20news","text",0
"1454",3,86.6739486619334,3,"wnll","20news","text",0
"1455",4,86.400873839432,4,"wnll","20news","text",0
"1456",5,86.7831785909339,5,"wnll","20news","text",0
"1457",6,85.4724194429274,6,"wnll","20news","text",0
"1458",7,86.2370289459312,7,"wnll","20news","text",0
"1459",8,86.8924085199344,8,"wnll","20news","text",0
"1460",9,86.0731840524304,9,"wnll","20news","text",0
"1461",0,86.1824139814309,0,"mean_shifted_laplace","20news","text",0
"1462",1,86.1824139814309,1,"mean_shifted_laplace","20news","text",0
"1463",2,86.9470234844347,2,"mean_shifted_laplace","20news","text",0
"1464",3,85.9639541234298,3,"mean_shifted_laplace","20news","text",0
"1465",4,86.6193336974331,4,"mean_shifted_laplace","20news","text",0
"1466",5,86.5647187329328,5,"mean_shifted_laplace","20news","text",0
"1467",6,86.1824139814309,6,"mean_shifted_laplace","20news","text",0
"1468",7,86.7285636264336,7,"mean_shifted_laplace","20news","text",0
"1469",8,86.3462588749317,8,"mean_shifted_laplace","20news","text",0
"1470",9,86.5101037684326,9,"mean_shifted_laplace","20news","text",0
"1471",0,88.1485527034407,0,"poissonmbo_old","20news","text",0
"1472",1,87.4931731294375,1,"poissonmbo_old","20news","text",0
"1473",2,86.6739486619334,2,"poissonmbo_old","20news","text",0
"1474",3,87.9847078099399,3,"poissonmbo_old","20news","text",0
"1475",4,86.7285636264336,4,"poissonmbo_old","20news","text",0
"1476",5,87.3839432004369,5,"poissonmbo_old","20news","text",0
"1477",6,86.6193336974331,6,"poissonmbo_old","20news","text",0
"1478",7,87.6570180229383,7,"poissonmbo_old","20news","text",0
"1479",8,87.1108683779356,8,"poissonmbo_old","20news","text",0
"1480",9,87.8208629164391,9,"poissonmbo_old","20news","text",0
"1481",0,86.7285636264336,0,"poissonmbobalanced","20news","text",0
"1482",1,87.3293282359366,1,"poissonmbobalanced","20news","text",0
"1483",2,87.1654833424358,2,"poissonmbobalanced","20news","text",0
"1484",3,87.001638448935,3,"poissonmbobalanced","20news","text",0
"1485",4,87.001638448935,4,"poissonmbobalanced","20news","text",0
"1486",5,86.6739486619334,5,"poissonmbobalanced","20news","text",0
"1487",6,86.6193336974331,6,"poissonmbobalanced","20news","text",0
"1488",7,87.4385581649372,7,"poissonmbobalanced","20news","text",0
"1489",8,87.0562534134353,8,"poissonmbobalanced","20news","text",0
"1490",9,86.400873839432,9,"poissonmbobalanced","20news","text",0
"1491",0,85.0354997269252,0,"poisson2","20news","text",0
"1492",1,85.1447296559257,1,"poisson2","20news","text",0
"1493",2,83.6155106499181,2,"poisson2","20news","text",0
"1494",3,83.2332058984162,3,"poisson2","20news","text",0
"1495",4,82.6870562534134,4,"poisson2","20news","text",0
"1496",5,83.7793555434189,5,"poisson2","20news","text",0
"1497",6,85.2539595849263,6,"poisson2","20news","text",0
"1498",7,84.3255051884216,7,"poisson2","20news","text",0
"1499",8,84.3801201529219,8,"poisson2","20news","text",0
"1500",9,83.9432004369197,9,"poisson2","20news","text",0
"1501",0,87.4385581649372,0,"poisson","20news","text",0
"1502",1,86.9470234844347,1,"poisson","20news","text",0
"1503",2,88.3670125614418,2,"poisson","20news","text",0
"1504",3,86.400873839432,3,"poisson","20news","text",0
"1505",4,87.7662479519388,4,"poisson","20news","text",0
"1506",5,86.2916439104315,5,"poisson","20news","text",0
"1507",6,85.8547241944293,6,"poisson","20news","text",0
"1508",7,86.9470234844347,7,"poisson","20news","text",0
"1509",8,87.4931731294375,8,"poisson","20news","text",0
"1510",9,86.2370289459312,9,"poisson","20news","text",0
"1511",0,86.2916439104315,0,"poissonbalanced","20news","text",0
"1512",1,87.2747132714364,1,"poissonbalanced","20news","text",0
"1513",2,86.0731840524304,2,"poissonbalanced","20news","text",0
"1514",3,85.9093391589295,3,"poissonbalanced","20news","text",0
"1515",4,85.800109229929,4,"poissonbalanced","20news","text",0
"1516",5,86.5647187329328,5,"poissonbalanced","20news","text",0
"1517",6,86.1277990169306,6,"poissonbalanced","20news","text",0
"1518",7,86.0185690879301,7,"poissonbalanced","20news","text",0
"1519",8,86.1824139814309,8,"poissonbalanced","20news","text",0
"1520",9,86.6739486619334,9,"poissonbalanced","20news","text",0
"1521",0,87.7116329874386,0,"poissonvolume","20news","text",0
"1522",1,86.4554888039323,1,"poissonvolume","20news","text",0
"1523",2,86.6739486619334,2,"poissonvolume","20news","text",0
"1524",3,87.2747132714364,3,"poissonvolume","20news","text",0
"1525",4,86.2370289459312,4,"poissonvolume","20news","text",0
"1526",5,86.7285636264336,5,"poissonvolume","20news","text",0
"1527",6,87.1654833424358,6,"poissonvolume","20news","text",0
"1528",7,86.3462588749317,7,"poissonvolume","20news","text",0
"1529",8,86.7831785909339,8,"poissonvolume","20news","text",0
"1530",9,86.6193336974331,9,"poissonvolume","20news","text",0
"1531",0,86.9470234844347,0,"poissonmbo","20news","text",0
"1532",1,87.1108683779356,1,"poissonmbo","20news","text",0
"1533",2,88.0939377389405,2,"poissonmbo","20news","text",0
"1534",3,86.8924085199344,3,"poissonmbo","20news","text",0
"1535",4,85.7454942654287,4,"poissonmbo","20news","text",0
